root@iranexpedia:~# dotnet-dump analyze /root/core_20251123_141914
Loading core dump: /root/core_20251123_141914 ...
Ready to process analysis commands. Type 'help' to list available commands or 'help [command]' to get detailed help on a command.
Type 'quit' or 'exit' to exit the session.
> dumpheap -stat                                                                                                                                                                                     
Statistics:
          MT   Count   TotalSize Class Name
7a5ac5c4e7f0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_AccountingDocuments_Upload, Microsoft.AspNetCore.Mvc.ViewFeatures.IModelExpressionProvider>
7a5ac5c4e980       1          64 System.Action<AspNetCoreGeneratedDocument.Views_AccountingDocuments_Upload, Microsoft.AspNetCore.Mvc.IUrlHelper>
7a5ac5c4eb10       1          64 System.Action<AspNetCoreGeneratedDocument.Views_AccountingDocuments_Upload, Microsoft.AspNetCore.Mvc.IViewComponentHelper>
7a5ac5c4eca0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_AccountingDocuments_Upload, Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper>
7a5ac5c4eec8       1          64 System.Action<AspNetCoreGeneratedDocument.Views_AccountingDocuments_Upload, Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper<ForexExchange.Models.AccountingDocument>>
7a5ac5c5cfb8       1          64 System.Action<ForexExchange.Models.AccountingDocument, ForexExchange.Models.DocumentType>
7a5ac5c5d4e0       1          64 System.Action<ForexExchange.Models.AccountingDocument, ForexExchange.Models.PayerType>
7a5ac5c5df50       1          64 System.Action<ForexExchange.Models.AccountingDocument, ForexExchange.Models.ReceiverType>
7a5ac5c5e4b8       1          64 System.Action<ForexExchange.Models.AccountingDocument, System.Decimal>
7a5ac5c5f8f0       1          64 System.Action<ForexExchange.Models.AccountingDocument, System.Byte[]>
7a5ac3a3c228       1          64 System.Func<System.Reflection.FieldInfo, System.Int32>
7a5ac5c712e0       1          64 System.Func<System.Reflection.FieldInfo, System.Reflection.FieldInfo>
7a5ac5c71998       1          64 System.Action<Microsoft.AspNetCore.Mvc.TagHelpers.SelectTagHelper, Microsoft.AspNetCore.Mvc.Rendering.ViewContext>
7a5ac5c94600       2          64 System.Collections.Concurrent.ConcurrentDictionary<System.Reflection.MemberInfo, System.Func<System.Object, System.Decimal>>
7a5ac5c97900       1          64 System.Action<Microsoft.AspNetCore.Mvc.TagHelpers.TextAreaTagHelper, Microsoft.AspNetCore.Mvc.Rendering.ViewContext>
7a5ac5c9a0a8       2          64 System.Linq.Expressions.Expression1<System.Func<ForexExchange.Models.AccountingDocument, System.DateTime>>
7a5ac5c9b330       2          64 System.Collections.Concurrent.ConcurrentDictionary<System.Reflection.MemberInfo, System.Func<System.Object, System.DateTime>>
7a5ac5c9d1f8       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__LoadingOverlay, Microsoft.AspNetCore.Mvc.ViewFeatures.IModelExpressionProvider>
7a5ac5c9d388       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__LoadingOverlay, Microsoft.AspNetCore.Mvc.IUrlHelper>
7a5ac5c9d518       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__LoadingOverlay, Microsoft.AspNetCore.Mvc.IViewComponentHelper>
7a5ac5c9d6a8       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__LoadingOverlay, Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper>
7a5ac5c9d838       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__LoadingOverlay, Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper<System.Object>>
7a5ac5d03d78       1          64 System.Func<Newtonsoft.Json.JsonSerializer>
7a5ac5d03e68       1          64 System.Func<Newtonsoft.Json.JsonSerializer, System.Boolean>
7a5ac5d14b30       1          64 System.Action<ForexExchange.Models.Customer, System.Int32>
7a5ac5d15388       1          64 System.Action<ForexExchange.Models.Customer, System.DateTime>
7a5ac5d159f8       1          64 System.Action<ForexExchange.Models.Customer, System.Collections.Generic.ICollection<ForexExchange.Models.Notification>>
7a5ac5d15d18       1          64 System.Action<ForexExchange.Models.Customer, System.Collections.Generic.ICollection<ForexExchange.Models.BankAccount>>
7a5ac1bd4ec8       1          64 System.Func<ForexExchange.Models.BankAccount, ForexExchange.Models.Customer>
7a5ac5d16648       1          64 System.Action<ForexExchange.Models.BankAccount, ForexExchange.Models.Customer>
7a5ac5d16c68       1          64 System.Func<ForexExchange.Models.BankAccount, System.DateTime>
7a5ac5d16df8       1          64 System.Action<ForexExchange.Models.BankAccount, System.DateTime>
7a5ac5d16f78       1          64 System.Func<ForexExchange.Models.BankAccount, System.Nullable<System.DateTime>>
7a5ac5d17108       1          64 System.Action<ForexExchange.Models.BankAccount, System.Nullable<System.DateTime>>
7a5ac5d172a8       1          64 System.Func<ForexExchange.Models.BankAccount, System.Decimal>
7a5ac5d17438       1          64 System.Action<ForexExchange.Models.BankAccount, System.Decimal>
7a5ac5d175b8       1          64 System.Func<ForexExchange.Models.BankAccount, System.Collections.Generic.ICollection<ForexExchange.Models.Order>>
7a5ac5d17748       1          64 System.Action<ForexExchange.Models.BankAccount, System.Collections.Generic.ICollection<ForexExchange.Models.Order>>
7a5ac5d1f7c0       1          64 System.Func<Microsoft.EntityFrameworkCore.Internal.InternalDbSet<ForexExchange.Models.CustomerBalance>, Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable<ForexExchange.Models.CustomerBalance>>
7a5ac5d319a8       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.CustomerBalance>+AsyncEnumerator, System.Threading.CancellationToken, System.Threading.Tasks.Task<System.Boolean>>
7a5ac5d355f0       1          64 System.Func<ForexExchange.Models.Customer, System.Action<ForexExchange.Models.Customer, System.Collections.Generic.ICollection<ForexExchange.Models.CustomerBalance>>, System.Collections.Generic.ICollection<ForexExchange.Models.CustomerBalance>>
7a5ac5d35b98       1          64 System.Func<System.Collections.Generic.ICollection<ForexExchange.Models.CustomerBalance>>
7a5ac5d1c418       1          64 System.Func<ForexExchange.Models.CustomerBalanceEffect, <>f__AnonymousType8<System.String, System.String, System.Decimal, System.Decimal, System.Decimal, System.String>>
7a5ac5d1cc98       1          64 System.Func<ForexExchange.Models.BankAccountBalanceEffect, <>f__AnonymousType9<System.String, System.String, System.String, System.Decimal, System.Decimal, System.Decimal, System.String>>
7a5ac5d6f360       1          64 System.Action<ForexExchange.Models.Order, System.DateTime>
7a5ac5d80b58       1          64 System.Func<ForexExchange.Models.Notification, ForexExchange.Services.Notifications.NotificationEventType>
7a5ac5d80f48       1          64 System.Action<ForexExchange.Models.Notification, ForexExchange.Services.Notifications.NotificationEventType>
7a5ac5d81170       1          64 System.Func<ForexExchange.Models.Notification, System.Nullable<System.Int32>>
7a5ac5d81300       1          64 System.Action<ForexExchange.Models.Notification, System.Nullable<System.Int32>>
7a5ac5d81658       1          64 System.Func<ForexExchange.Models.Notification, ForexExchange.Services.Notifications.NotificationPriority>
7a5ac5d81a48       1          64 System.Action<ForexExchange.Models.Notification, ForexExchange.Services.Notifications.NotificationPriority>
7a5ac5d81c70       1          64 System.Func<ForexExchange.Models.Notification, System.DateTime>
7a5ac5d81e00       1          64 System.Action<ForexExchange.Models.Notification, System.DateTime>
7a5ac5d81f90       1          64 System.Func<ForexExchange.Models.Notification, System.Boolean>
7a5ac5d82120       1          64 System.Action<ForexExchange.Models.Notification, System.Boolean>
7a5ac5d822b0       1          64 System.Func<ForexExchange.Models.Notification, System.Nullable<System.DateTime>>
7a5ac5d82440       1          64 System.Action<ForexExchange.Models.Notification, System.Nullable<System.DateTime>>
7a5ac1bb5610       1          64 System.Func<ForexExchange.Models.Notification, ForexExchange.Models.Customer>
7a5ac5d82670       1          64 System.Action<ForexExchange.Models.Notification, ForexExchange.Models.Customer>
7a5ac5d83030       1          64 System.Action<ForexExchange.Models.CustomerBalance, System.Decimal>
7a5ac5d83340       1          64 System.Action<ForexExchange.Models.CustomerBalance, System.DateTime>
7a5ac5d83d50       1          64 System.Action<ForexExchange.Models.Currency, System.Boolean>
7a5ac5d84070       1          64 System.Action<ForexExchange.Models.Currency, System.DateTime>
7a5ac5d85530       1          64 System.Func<ForexExchange.Models.ExchangeRate, System.DateTime>
7a5ac5d856b0       1          64 System.Action<ForexExchange.Models.ExchangeRate, System.DateTime>
7a5ac5d858d0       1          64 System.Action<ForexExchange.Models.ExchangeRate, System.String>
7a5ac5d85af0       1          64 System.Action<ForexExchange.Models.ExchangeRate, System.Boolean>
7a5ac5d86780       1          64 System.Action<ForexExchange.Models.CurrencyPool, System.DateTime>
7a5ac5d86cf0       1          64 System.Action<ForexExchange.Models.CurrencyPool, ForexExchange.Models.PoolRiskLevel>
7a5ac5d86fb8       1          64 System.Action<ForexExchange.Models.CurrencyPool, System.Boolean>
7a5ac5d8f488       1          64 Microsoft.Net.Http.Headers.GenericHeaderParser<Microsoft.Net.Http.Headers.ContentDispositionHeaderValue>+GetParsedValueLengthDelegate
7a5ac5dc5480       1          64 System.Buffers.SpanAction<System.Char, System.String[]>
7a5ac5ddaac8       1          64 System.Func<Microsoft.EntityFrameworkCore.ValueGeneration.ValueGeneratorCache+CacheKey, System.ValueTuple<System.Func<Microsoft.EntityFrameworkCore.Metadata.IProperty, Microsoft.EntityFrameworkCore.Metadata.ITypeBase, Microsoft.EntityFrameworkCore.ValueGeneration.ValueGenerator>, Microsoft.EntityFrameworkCore.Metadata.ITypeBase, Microsoft.EntityFrameworkCore.Metadata.IProperty>, Microsoft.EntityFrameworkCore.ValueGeneration.ValueGenerator>
7a5ac5de0500       1          64 System.Func<System.Type, System.Linq.Expressions.DefaultExpression>
7a5ac5de5508       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int32, System.Nullable<System.Int32>, System.Nullable<System.Int32>, System.Nullable<System.Int32>, System.Nullable<System.Int32>>, System.Int32>
7a5ac5debad8       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Byte[]>, System.Func<System.Byte[], System.Byte[]>>
7a5ac1e32078       1          64 System.Func<System.Byte[], System.Byte[]>
7a5ac5dee608       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<ForexExchange.Models.PayerType>, System.Func<ForexExchange.Models.PayerType, ForexExchange.Models.PayerType>>
7a5ac1fda810       1          64 System.Func<ForexExchange.Models.PayerType, ForexExchange.Models.PayerType>
7a5ac5def448       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<ForexExchange.Models.ReceiverType>, System.Func<ForexExchange.Models.ReceiverType, ForexExchange.Models.ReceiverType>>
7a5ac1fe76c0       1          64 System.Func<ForexExchange.Models.ReceiverType, ForexExchange.Models.ReceiverType>
7a5ac5e01ea8       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<ForexExchange.Models.DocumentType>, System.Func<ForexExchange.Models.DocumentType, ForexExchange.Models.DocumentType>>
7a5ac1fe8ff8       1          64 System.Func<ForexExchange.Models.DocumentType, ForexExchange.Models.DocumentType>
7a5ac5e0a660       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Decimal>, System.Func<System.Decimal, System.Decimal, System.Boolean>>
7a5ac5e0dbc0       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.DateTime>, System.Func<System.DateTime, System.DateTime, System.Boolean>>
7a5ac1db2578       1          64 System.Func<System.DateTime, System.DateTime, System.Boolean>
7a5ac5e0fc40       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Byte[]>, System.Func<System.Byte[], System.Byte[], System.Boolean>>
7a5ac1dbbb60       1          64 System.Func<System.Byte[], System.Byte[], System.Boolean>
7a5ac5e628e0       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Boolean>, System.Func<System.Boolean, System.Boolean, System.Boolean>>
7a5ac1e32d90       1          64 System.Func<System.Boolean, System.Boolean, System.Boolean>
7a5ac5e62d50       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Nullable<System.Int32>>, System.Func<System.Nullable<System.Int32>, System.Nullable<System.Int32>, System.Boolean>>
7a5ac5e63fd8       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<ForexExchange.Models.PayerType>, System.Func<ForexExchange.Models.PayerType, ForexExchange.Models.PayerType, System.Boolean>>
7a5ac1fda570       1          64 System.Func<ForexExchange.Models.PayerType, ForexExchange.Models.PayerType, System.Boolean>
7a5ac5e66e68       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<ForexExchange.Models.ReceiverType>, System.Func<ForexExchange.Models.ReceiverType, ForexExchange.Models.ReceiverType, System.Boolean>>
7a5ac1fe7420       1          64 System.Func<ForexExchange.Models.ReceiverType, ForexExchange.Models.ReceiverType, System.Boolean>
7a5ac5e680e0       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<ForexExchange.Models.DocumentType>, System.Func<ForexExchange.Models.DocumentType, ForexExchange.Models.DocumentType, System.Boolean>>
7a5ac1fe8d58       1          64 System.Func<ForexExchange.Models.DocumentType, ForexExchange.Models.DocumentType, System.Boolean>
7a5ac5e68e08       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, System.ValueTuple<Microsoft.EntityFrameworkCore.ChangeTracking.Internal.StateManager, System.Boolean>, System.Threading.CancellationToken, System.Threading.Tasks.Task<System.Int32>>
7a5ac5e6e2b8       1          64 System.Func<Microsoft.EntityFrameworkCore.Metadata.RuntimeTypeBase, Microsoft.EntityFrameworkCore.Metadata.RuntimeComplexProperty[]>
7a5ac5e99b60       1          64 System.Func<Microsoft.EntityFrameworkCore.Metadata.Internal.ForeignKeyConstraint, Microsoft.EntityFrameworkCore.Update.Internal.IRowForeignKeyValueFactory>
7a5ac5e9d280       1          64 System.Func<Microsoft.EntityFrameworkCore.Metadata.Internal.Column, Microsoft.EntityFrameworkCore.Update.Internal.ColumnAccessors>
7a5ac5e9fa90       1          64 System.Func<Microsoft.EntityFrameworkCore.Metadata.Internal.UniqueConstraint, Microsoft.EntityFrameworkCore.Update.Internal.IRowKeyValueFactory>
7a5ac5ea5128       1          64 System.Func<Microsoft.EntityFrameworkCore.Update.Internal.RowForeignKeyValueFactory<System.Int32, System.Int32>, System.Collections.Generic.IEqualityComparer<System.Int32>>
7a5ac5e7bd20       1          64 System.Func<Microsoft.EntityFrameworkCore.Update.IReadOnlyModificationCommand, Microsoft.EntityFrameworkCore.Update.IReadOnlyModificationCommand, System.Collections.Generic.IEnumerable<Microsoft.EntityFrameworkCore.Update.Internal.CommandBatchPreparer+CommandDependency>, System.Boolean>
7a5ac5eca7d0       1          64 System.Func<Microsoft.EntityFrameworkCore.Update.ModificationCommand, System.Collections.Generic.List<Microsoft.EntityFrameworkCore.Update.IColumnModification>>
7a5ac5ecc0d8       1          64 System.Func<Microsoft.EntityFrameworkCore.Update.IUpdateEntry, System.Boolean>
7a5ac5ed8c20       1          64 System.Action<System.Text.StringBuilder, Microsoft.EntityFrameworkCore.Update.IColumnModification, System.ValueTuple<Microsoft.EntityFrameworkCore.Update.UpdateSqlGenerator, System.String, System.String>>
7a5ac5eda9b0       1          64 System.Func<Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.PayerType, System.Int32>, System.Func<System.Object, System.Object>>
7a5ac5edadc0       1          64 System.Func<Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.PayerType, System.Int32>, System.Func<ForexExchange.Models.PayerType, System.Int32>>
7a5ac186ae48       1          64 System.Func<ForexExchange.Models.PayerType, System.Int32>
